[Fri Jun 12 16:14:58 CST 2026] 等待 20 分钟建立基线...
[Fri Jun 12 16:14:58 CST 2026] === 第1次注入: 极限竞争 (1ms, 10min, BOTH) ===
✓ ProbeExecutor 初始化成功 (设备 0)
  Buffer 大小: 128 MB (probe_bandwidth 固定)
  间隔: 1 ms
  方向: BOTH

============================================================
带宽竞争注入器启动 (基于 ProbeExecutor)
  按 Ctrl+C 停止
============================================================
  [86.5s] 10600 copies, 1325.00 GB, avg 15.32 GB/s
  [86.9s] 10650 copies, 1331.25 GB, avg 15.31 GB/s
  [87.3s] 10700 copies, 1337.50 GB, avg 15.32 GB/s
  [87.7s] 10750 copies, 1343.75 GB, avg 15.31 GB/s
  [88.2s] 10800 copies, 1350.00 GB, avg 15.31 GB/s
  [88.6s] 10850 copies, 1356.25 GB, avg 15.31 GB/s
  [89.0s] 10900 copies, 1362.50 GB, avg 15.31 GB/s
  [89.4s] 10950 copies, 1368.75 GB, avg 15.31 GB/s
  [89.8s] 11000 copies, 1375.00 GB, avg 15.31 GB/s
  [90.2s] 11050 copies, 1381.25 GB, avg 15.31 GB/s
  [90.6s] 11100 copies, 1387.50 GB, avg 15.31 GB/s
  [91.0s] 11150 copies, 1393.75 GB, avg 15.31 GB/s
  [91.5s] 11200 copies, 1400.00 GB, avg 15.31 GB/s
  [91.9s] 11250 copies, 1406.25 GB, avg 15.31 GB/s
  [92.3s] 11300 copies, 1412.50 GB, avg 15.31 GB/s
  [92.7s] 11350 copies, 1418.75 GB, avg 15.31 GB/s
  [93.1s] 11400 copies, 1425.00 GB, avg 15.31 GB/s
  [93.5s] 11450 copies, 1431.25 GB, avg 15.31 GB/s
  [93.9s] 11500 copies, 1437.50 GB, avg 15.30 GB/s
  [94.3s] 11550 copies, 1443.75 GB, avg 15.31 GB/s
  [94.7s] 11600 copies, 1450.00 GB, avg 15.31 GB/s
  [95.1s] 11650 copies, 1456.25 GB, avg 15.31 GB/s
  [95.5s] 11700 copies, 1462.50 GB, avg 15.31 GB/s
  [95.9s] 11750 copies, 1468.75 GB, avg 15.31 GB/s
  [96.3s] 11800 copies, 1475.00 GB, avg 15.31 GB/s
  [96.8s] 11850 copies, 1481.25 GB, avg 15.30 GB/s
  [97.2s] 11900 copies, 1487.50 GB, avg 15.31 GB/s
  [97.6s] 11950 copies, 1493.75 GB, avg 15.31 GB/s
  [98.0s] 12000 copies, 1500.00 GB, avg 15.31 GB/s
  [98.4s] 12050 copies, 1506.25 GB, avg 15.31 GB/s
  [98.8s] 12100 copies, 1512.50 GB, avg 15.31 GB/s
  [99.2s] 12150 copies, 1518.75 GB, avg 15.31 GB/s
  [99.6s] 12200 copies, 1525.00 GB, avg 15.31 GB/s
  [100.1s] 12250 copies, 1531.25 GB, avg 15.30 GB/s
  [100.4s] 12300 copies, 1537.50 GB, avg 15.31 GB/s
  [100.9s] 12350 copies, 1543.75 GB, avg 15.30 GB/s
  [101.3s] 12400 copies, 1550.00 GB, avg 15.31 GB/s
  [101.7s] 12450 copies, 1556.25 GB, avg 15.30 GB/s
  [102.1s] 12500 copies, 1562.50 GB, avg 15.31 GB/s
  [102.5s] 12550 copies, 1568.75 GB, avg 15.30 GB/s
  [102.9s] 12600 copies, 1575.00 GB, avg 15.31 GB/s
  [103.3s] 12650 copies, 1581.25 GB, avg 15.31 GB/s
  [103.7s] 12700 copies, 1587.50 GB, avg 15.31 GB/s
  [104.1s] 12750 copies, 1593.75 GB, avg 15.31 GB/s
  [104.5s] 12800 copies, 1600.00 GB, avg 15.31 GB/s
  [105.0s] 12850 copies, 1606.25 GB, avg 15.30 GB/s
  [105.4s] 12900 copies, 1612.50 GB, avg 15.30 GB/s
  [105.8s] 12950 copies, 1618.75 GB, avg 15.31 GB/s
  [106.2s] 13000 copies, 1625.00 GB, avg 15.30 GB/s
  [106.6s] 13050 copies, 1631.25 GB, avg 15.31 GB/s
  [107.0s] 13100 copies, 1637.50 GB, avg 15.31 GB/s
  [107.4s] 13150 copies, 1643.75 GB, avg 15.31 GB/s
  [107.8s] 13200 copies, 1650.00 GB, avg 15.31 GB/s
  [108.2s] 13250 copies, 1656.25 GB, avg 15.31 GB/s
  [108.6s] 13300 copies, 1662.50 GB, avg 15.30 GB/s
  [109.0s] 13350 copies, 1668.75 GB, avg 15.31 GB/s
  [109.5s] 13400 copies, 1675.00 GB, avg 15.30 GB/s
  [109.8s] 13450 copies, 1681.25 GB, avg 15.31 GB/s
  [110.3s] 13500 copies, 1687.50 GB, avg 15.30 GB/s
  [110.6s] 13550 copies, 1693.75 GB, avg 15.31 GB/s
  [111.1s] 13600 copies, 1700.00 GB, avg 15.31 GB/s
  [111.5s] 13650 copies, 1706.25 GB, avg 15.31 GB/s
  [111.9s] 13700 copies, 1712.50 GB, avg 15.31 GB/s
  [112.3s] 13750 copies, 1718.75 GB, avg 15.31 GB/s
  [112.7s] 13800 copies, 1725.00 GB, avg 15.31 GB/s
  [113.1s] 13850 copies, 1731.25 GB, avg 15.31 GB/s
  [113.5s] 13900 copies, 1737.50 GB, avg 15.31 GB/s
  [113.9s] 13950 copies, 1743.75 GB, avg 15.31 GB/s
